City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,saudarkrokur,65.7461,-19.6394,29.91,87,100,11.03,IS,1706538688
364,heihe,50.2441,127.4902,-10.62,96,65,4.14,CN,1706538689
365,baikonur,45.6167,63.3167,23.27,86,100,10.09,KZ,1706538689
366,ljusdal,61.8288,16.0913,28.18,97,92,3.67,SE,1706538689
367,al kharijah,25.4514,30.5464,65.68,34,0,10.42,EG,1706538689
368,cameron,26.117,-97.5169,46.36,84,0,6.91,US,1706538689
369,martapura,-3.4167,114.85,82.49,83,20,2.3,ID,1706538690
370,st. john's,47.5649,-52.7093,30.78,81,100,6.91,CA,1706538690
371,al jawf,29.5,38.75,57.43,37,1,6.62,SA,1706538690
372,argostolion,38.1811,20.489,55.47,60,20,5.75,GR,1706538690
373,ongjin,37.9347,125.3619,31.8,79,58,1.77,KP,1706538690
374,chibougamau,49.9168,-74.3659,-0.78,85,0,3.44,CA,1706538690
375,tokar,18.4254,37.729,75.2,55,89,13.06,SD,1706538691
376,santa luzia,-19.7697,-43.8514,78.08,73,75,6.91,BR,1706538466
377,buta,2.7858,24.73,97.2,22,97,1.23,CD,1706538691
378,miandrivazo,-19.5167,45.4667,83.95,72,20,7.09,MG,1706538691
379,alofi,-19.0595,-169.9187,78.69,89,100,1.14,NU,1706538691
380,port saint john's,-31.6229,29.5448,85.41,71,12,20.74,ZA,1706538691
381,callao,-12.0667,-77.15,77.29,78,0,6.91,PE,1706538692
382,la'ie,21.6477,-157.9253,78.76,88,12,15.01,US,1706538692
383,chonchi,-42.6128,-73.8092,61.81,41,2,2.84,CL,1706538692
384,sumbe,-11.2061,13.8437,84.54,69,25,8.28,AO,1706538692
385,kukatpalli,17.4833,78.4167,74.91,53,40,3.44,IN,1706538692
386,ribeira brava,32.65,-17.0667,73.0,75,9,4.41,PT,1706538692
387,mariental,-24.6333,17.9667,81.95,38,99,11.25,NA,1706538693
388,paradip garh,20.3167,86.6167,70.88,60,63,8.97,IN,1706538693
389,xilin hot,43.9667,116.0333,-9.94,100,67,0.87,CN,1706538693
390,lae,-6.7221,146.9847,79.02,86,100,6.31,PG,1706538693
391,la libertad,-2.2333,-80.9,82.06,78,40,6.91,EC,1706538693
392,shingu,33.7333,135.9833,40.44,70,42,5.68,JP,1706538693
393,ciupercenii noi,43.9097,22.9483,37.85,73,100,2.91,RO,1706538694
394,san antonio de pale,-1.4014,5.6325,82.85,77,41,11.45,GQ,1706538694
395,tamanrasset,22.785,5.5228,73.31,8,0,3.44,DZ,1706538694
396,daru,-9.0763,143.2092,80.01,88,31,7.81,PG,1706538694
397,mildura,-34.2,142.15,78.08,43,0,14.16,AU,1706538694
398,mabaruma,8.2,-59.7833,87.03,55,26,7.16,GY,1706538694
399,santa marta,11.2408,-74.199,80.65,78,40,4.61,CO,1706538664
400,santo antonio,-6.3106,-35.4789,94.24,40,48,14.58,BR,1706538695
401,taghazout,30.5426,-9.7112,86.77,32,1,8.55,MA,1706538695
402,swakopmund,-22.6833,14.5333,67.98,84,87,7.0,NA,1706538695
403,oudtshoorn,-33.5907,22.2014,79.16,6,76,24.56,ZA,1706538656
404,arno,60.1167,18.6333,36.79,97,100,7.63,SE,1706538695
405,sungailiat,-1.85,106.1333,79.56,85,100,9.28,ID,1706538695
406,jieshi,22.8134,115.8257,60.73,83,100,12.91,CN,1706538696
407,ocean pointe,22.8134,115.8257,60.73,83,100,12.91,CN,1706538696
408,sampit,-2.5333,112.95,75.76,94,97,1.77,ID,1706538696
409,mishkino,55.3389,63.9175,3.76,98,65,6.53,RU,1706538696
410,parauapebas,-6.0675,-49.9022,82.38,78,75,0.0,BR,1706538669
411,aral,40.5156,81.2636,29.21,42,100,4.25,CN,1706538696
412,kalemie,-5.9475,29.1947,71.42,90,100,6.53,CD,1706538697
413,isla mujeres,21.2311,-86.731,68.16,62,0,15.61,MX,1706538537
414,bocana de paiwas,12.7857,-85.1227,77.81,71,99,15.37,NI,1706538697
415,bengkulu,-3.8004,102.2655,77.49,90,90,4.59,ID,1706538697
416,paita,-5.0892,-81.1144,78.04,75,94,8.59,PE,1706538697
417,fort st. john,56.2499,-120.8529,35.49,75,75,9.22,CA,1706538697
418,skelleftea,64.7507,20.9528,41.0,78,0,13.8,SE,1706538410
419,argo,37.6333,22.7333,47.79,69,48,8.61,GR,1706538698
420,plainview,40.7765,-73.4673,38.01,85,100,11.5,US,1706538698
421,tchibanga,-2.85,11.0333,82.35,83,83,4.5,GA,1706538698
422,padang,-0.9492,100.3543,82.45,86,78,3.38,ID,1706538682
423,rakops,-21.0167,24.3333,82.27,49,100,7.65,BW,1706538698
424,cayambe,0.05,-78.1333,58.26,67,75,3.31,EC,1706538698
425,san rafael del yuma,18.4299,-68.6739,80.8,60,0,6.55,DO,1706538699
426,greenville,35.6127,-77.3663,49.12,72,40,9.22,US,1706538699
427,uglekamensk,43.2172,133.2303,9.01,94,6,3.24,RU,1706538699
428,bamboo flat,11.7,92.7167,80.69,83,20,4.61,IN,1706538699
429,campbell river,50.0163,-125.2446,52.59,100,100,9.22,CA,1706538699
430,yeniseysk,58.4497,92.1703,0.95,77,9,8.99,RU,1706538679
431,zyrya,40.3661,50.2917,39.29,71,100,17.58,AZ,1706538699
432,tanjung selor,40.3661,50.2917,39.29,71,100,17.58,AZ,1706538699
433,sayyan,15.1718,44.3244,63.19,60,96,5.19,YE,1706538700
434,hobyo,5.3505,48.5268,80.19,77,33,15.84,SO,1706538700
435,gaiman,-43.2897,-65.4929,79.92,17,0,9.51,AR,1706538700
436,codrington,-38.2667,141.9667,55.42,88,0,7.49,AU,1706538700
437,mitsamiouli,-11.3847,43.2844,82.56,69,100,7.14,KM,1706538700
438,kalach,50.4258,41.0261,19.74,98,76,2.21,RU,1706538701
439,la sarre,48.8002,-79.1996,17.83,97,99,4.5,CA,1706538559
440,nelson,-41.2833,173.2833,58.28,83,1,5.14,NZ,1706538701
441,arawa,-6.2132,155.5367,77.63,88,100,1.48,PG,1706538701
442,massawa,15.6097,39.45,77.54,68,73,5.99,ER,1706538701
443,auki,-8.7676,160.7034,79.02,86,100,14.12,SB,1706538702
444,saint-tropez,43.2693,6.6398,61.74,60,80,7.07,FR,1706538614
445,evinayong,1.4368,10.5512,87.42,45,68,2.44,GQ,1706538702
446,chiili,1.4368,10.5512,87.42,45,68,2.44,GQ,1706538702
447,prince rupert,54.3161,-130.3201,51.89,76,100,56.39,CA,1706538702
448,quellon,-43.1167,-73.6167,59.77,63,0,8.68,CL,1706538702
449,labrador city,52.9463,-66.9114,-32.89,68,0,0.0,CA,1706538702
450,ofunato,39.0717,141.7167,37.04,81,62,5.82,JP,1706538703
451,yoloten,37.2989,62.3597,43.3,67,100,10.36,TM,1706538703
452,bintulu,3.1667,113.0333,81.01,83,40,0.0,MY,1706538703
453,woolgoolga,-30.1106,153.2007,77.04,87,99,6.85,AU,1706538703
454,murehwa,-17.6432,31.784,76.15,58,45,5.84,ZW,1706538703
455,seoni,22.0833,79.5333,66.72,29,59,4.7,IN,1706538703
456,soio,-6.1349,12.3689,84.51,75,100,10.58,AO,1706538704
457,ivdel',60.6911,60.4206,2.19,99,62,1.99,RU,1706538704
458,pirallahi,40.4723,50.333,39.34,70,100,17.96,AZ,1706538704
459,lulea,65.5842,22.1547,41.07,56,0,10.36,SE,1706538704
460,reggane,26.7158,0.1714,80.31,10,0,16.46,DZ,1706538704
461,howard springs,-12.497,131.047,82.31,91,100,6.58,AU,1706538704
462,beledweyne,4.7358,45.2036,96.08,26,23,13.0,SO,1706538705
463,khandyga,62.6667,135.6,-52.4,100,82,2.19,RU,1706538705
464,mata-utu,-13.2816,-176.1745,84.81,81,100,17.31,WF,1706538705
465,san luis de la loma,17.2706,-100.8939,80.44,52,99,2.01,MX,1706538705
466,beira,-19.8436,34.8389,87.89,62,20,12.66,MZ,1706538705
467,siwa oasis,29.2041,25.5195,61.18,34,95,13.44,EG,1706538705
468,pimentel,-6.8367,-79.9342,80.89,74,40,11.5,PE,1706538706
469,songea,-10.6833,35.65,71.33,91,100,1.43,TZ,1706538706
470,tavda,58.0425,65.2726,-7.2,100,90,2.59,RU,1706538706
471,ouani,-12.1322,44.4258,82.85,69,100,4.81,KM,1706538706
472,zuunmod,47.7069,106.9528,-22.77,100,98,1.66,MN,1706538706
473,boonville,38.9736,-92.7432,36.63,100,0,0.0,US,1706538706
474,moyynkum,44.2914,72.9469,30.65,97,100,5.3,KZ,1706538707
475,minot air force base,48.4209,-101.3391,37.58,79,40,17.27,US,1706538707
476,kuruman,-27.4524,23.4325,91.65,22,59,4.92,ZA,1706538707
477,dakhla,23.6848,-15.958,75.22,43,0,11.5,EH,1706538707
478,mermoz boabab,14.7065,-17.4758,90.16,32,85,13.8,SN,1706538707
479,dabakala,8.3667,-4.4333,99.68,10,15,4.27,CI,1706538707
480,belmonte,-15.8631,-38.8828,83.98,71,100,10.0,BR,1706538708
481,nuku'alofa,-21.1333,-175.2,75.54,94,40,1.14,TO,1706538708
482,taro,-8.3862,115.28,75.2,95,100,0.85,ID,1706538708
483,cabedelo,-6.9811,-34.8339,90.27,67,15,14.65,BR,1706538708
484,chulym,55.0997,80.9572,-2.52,99,84,6.71,RU,1706538708
485,kailua-kona,19.6406,-155.9956,73.36,85,0,12.66,US,1706538708
486,portoferraio,42.8115,10.3146,60.26,71,0,5.75,IT,1706538709
487,kataragama,42.8115,10.3146,60.26,71,0,5.75,IT,1706538709
488,mcpherson,38.3708,-97.6642,33.93,68,4,6.51,US,1706538709
489,coruripe,-10.1256,-36.1756,87.39,57,6,11.16,BR,1706538458
490,suining,30.508,105.5733,47.73,61,9,1.28,CN,1706538709
491,laibin,23.7,109.2667,49.06,95,100,3.06,CN,1706538709
492,santa cruz,-17.8,-63.1667,86.05,62,40,14.97,BO,1706538709
493,arrifes,37.7667,-25.7,62.92,82,75,28.77,PT,1706538710
494,ghat,24.9647,10.1728,66.97,31,14,9.73,LY,1706538710
495,brokopondo,4.75,-55.1667,83.98,66,39,2.39,SR,1706538710
496,lahaina,20.8783,-156.6825,76.8,90,8,15.55,US,1706538710
497,barro,-6.7167,-38.8667,97.41,27,100,7.31,BR,1706538710
498,dickinson,29.4608,-95.0513,51.75,86,0,4.61,US,1706538710
499,okahandja,-21.9833,16.9167,83.53,37,93,6.15,NA,1706538711
500,dok kham tai,19.1624,99.9934,65.93,93,22,4.12,TH,1706538711
501,celestun,20.8667,-90.4,72.0,56,27,14.23,MX,1706538711
502,canillo,42.5833,1.6667,49.84,44,100,5.06,AD,1706538711
503,taft,31.7471,54.2088,48.15,35,0,2.3,IR,1706538711
504,sanchor,24.7553,71.7722,66.78,63,99,6.22,IN,1706538711
505,bodo,67.28,14.405,38.44,83,75,37.98,NO,1706538712
506,i-n-salah,27.1935,2.4607,76.98,13,3,19.51,DZ,1706538712
507,awjilah,29.1081,21.2869,61.12,36,6,14.85,LY,1706538712
508,geraldton,-28.7667,114.6,70.21,78,0,21.85,AU,1706538712
509,ascencion de guarayos,-28.7667,114.6,70.21,78,0,21.85,AU,1706538712
510,whakatane,-37.9585,176.9854,67.51,91,79,3.0,NZ,1706538712
511,gunnison,38.7,-107.0673,21.9,85,100,2.39,US,1706538713
512,pervomaysk,48.0443,30.8507,33.84,69,100,8.25,UA,1706538713
513,sokoni,-6.4333,39.55,82.76,77,96,10.4,TZ,1706538713
514,antofagasta,-23.65,-70.4,72.68,66,20,6.33,CL,1706538421
515,konarka,19.9,86.1167,70.2,61,98,8.3,IN,1706538713
516,dhuusamarreeb,5.535,46.3861,92.41,30,20,10.87,SO,1706538713
517,kot samaba,28.5522,70.4684,65.44,26,100,5.28,PK,1706538714
518,sogndal,61.2283,7.1003,41.38,69,40,8.05,NO,1706538714
519,puerto armuelles,8.2833,-82.8667,87.78,83,94,3.0,PA,1706538714
520,nagqu,31.5,92.0,14.9,85,100,1.7,CN,1706538714
521,kashin,57.3592,37.6081,32.67,92,100,14.12,RU,1706538714
522,maintirano,-18.0667,44.0167,81.75,65,0,7.16,MG,1706538714
523,tabou,4.423,-7.3528,85.37,66,14,10.13,CI,1706538715
524,masterton,-40.9597,175.6575,60.89,92,91,4.14,NZ,1706538715
525,mbandaka,0.0487,18.2603,94.59,28,95,3.2,CD,1706538715
526,hargeysa,9.56,44.065,75.61,52,32,13.87,SO,1706538715
527,lethbridge,49.7,-112.8186,43.29,81,75,10.36,CA,1706538715
528,kulunda,52.566,78.9385,-2.97,98,35,7.4,RU,1706538705
529,mizan teferi,6.9833,35.5833,71.1,67,87,1.9,ET,1706538716
530,marsh harbour,26.5412,-77.0636,67.39,58,0,23.4,BS,1706538716
531,cannonvale,-20.2833,148.7,83.59,90,92,3.94,AU,1706538716
532,ar ruways,24.1103,52.7306,68.36,61,98,8.41,AE,1706538716
533,chernushka,56.5072,56.0766,15.01,96,100,8.48,RU,1706538682
534,port-cartier,50.0334,-66.8654,1.08,75,2,9.22,CA,1706538716
535,tolmezzo,46.4075,13.0175,51.42,57,14,0.54,IT,1706538716
536,el nido,11.1858,119.3956,79.74,73,96,24.47,PH,1706538717
537,moutsamoudou,-12.1667,44.3994,82.2,69,100,4.36,KM,1706538717
538,kyain seikgyi township,-12.1667,44.3994,82.2,69,100,4.36,KM,1706538717
539,bougouni,11.417,-7.479,95.63,7,43,3.69,ML,1706538717
540,harper,4.375,-7.7169,86.23,64,23,10.22,LR,1706538717
541,sechura,-5.5569,-80.8222,80.89,68,92,7.47,PE,1706538718
542,ingeniero jacobacci,-41.3427,-69.5448,74.89,13,0,6.08,AR,1706538718
543,latakia,35.5148,35.7768,53.78,80,100,16.87,SY,1706538718
544,mahibadhoo,3.7833,72.9667,81.39,80,23,18.1,MV,1706538718
545,salalah,17.0151,54.0924,78.89,69,75,6.91,OM,1706538693
546,rosarito,32.3333,-117.0333,62.67,43,51,3.11,MX,1706538718
547,sola,-13.8833,167.55,80.78,77,96,5.93,VU,1706538719
548,winnemucca,40.973,-117.7357,39.25,87,0,10.36,US,1706538719
549,ouallam,14.3188,2.0866,89.94,8,0,14.88,NE,1706538719
550,yolbasi,37.3889,41.3171,34.25,95,100,5.66,TR,1706538719
551,blagodatnoye,45.3997,42.5867,20.32,92,100,6.96,RU,1706538719
552,yagry,45.3997,42.5867,20.32,92,100,6.96,RU,1706538719
553,soe,-9.8607,124.284,67.82,96,100,3.11,ID,1706538720
554,bandar lampung,-5.4254,105.258,76.93,90,100,3.42,ID,1706538720
555,puerto san jose,13.9256,-90.8244,84.87,52,0,3.18,GT,1706538720
556,fontanelas,38.8472,-9.4372,66.16,84,40,10.36,PT,1706538720
557,rikaze,29.25,88.8833,31.06,15,33,5.88,CN,1706538720
558,prineville,44.2999,-120.8345,50.11,78,0,10.36,US,1706538721
559,lazaro cardenas,17.9583,-102.2,77.72,70,100,2.66,MX,1706538721
560,mundri,-6.9558,111.71,76.05,96,100,5.21,ID,1706538721
561,egersund,58.4513,5.9997,45.09,81,94,7.43,NO,1706538502
562,gornopravdinsk,60.05,69.9,-6.7,100,92,1.48,RU,1706538722
563,muswellbrook,-32.2667,150.9,70.88,92,4,4.29,AU,1706538722
564,kurchatov,51.6601,35.6521,25.21,98,24,3.31,RU,1706538722
565,poronaysk,49.2167,143.1167,19.62,96,100,7.85,RU,1706538722
566,bovril,-31.3431,-59.4451,87.91,31,15,4.68,AR,1706538722
567,paty do alferes,-22.4286,-43.4186,82.29,60,57,0.98,BR,1706538723
568,magong,23.5654,119.5863,62.89,88,100,19.57,TW,1706538723
569,murashi,59.3999,48.9615,20.14,96,100,7.92,RU,1706538723
570,le vauclin,14.5452,-60.8388,80.65,74,0,11.5,MQ,1706538723
571,vila franca do campo,37.7167,-25.4333,64.89,99,100,27.58,PT,1706538723
572,timimoun,29.2639,0.231,75.58,15,0,17.27,DZ,1706538723
573,kapa'a,22.0752,-159.319,73.72,86,100,13.8,US,1706538724
574,antsirabe afovoany,22.0752,-159.319,73.72,86,100,13.8,US,1706538724
575,okha,53.5739,142.9478,1.76,94,94,4.38,RU,1706538427
576,twon-brass,4.3151,6.2418,83.25,65,25,11.81,NG,1706538724
577,atar,20.5169,-13.0499,84.22,7,0,15.75,MR,1706538724
578,bel ombre,-4.6167,55.4167,87.64,70,40,11.5,SC,1706538725
579,villa emilio carranza,19.9667,-96.6,67.01,73,95,7.92,MX,1706538725
580,kollo,13.3043,2.339,90.03,9,2,13.27,NE,1706538725
581,tampakan,6.4442,124.9264,76.06,94,100,1.36,PH,1706538725
582,pamandzi,-12.7967,45.2794,87.58,66,20,9.22,YT,1706538725
583,igrim,63.1906,64.4162,0.37,98,67,4.72,RU,1706538725
584,buckie,57.6757,-2.9624,42.51,76,100,3.83,GB,1706538726
585,lorengau,-2.0226,147.2712,81.57,80,100,7.14,PG,1706538726
586,ulladulla,-35.35,150.4667,69.76,96,42,8.05,AU,1706538726
587,tortoli,39.9256,9.6572,60.62,63,20,4.61,IT,1706538453
588,forbes,-33.3833,148.0167,75.92,34,0,6.53,AU,1706538726
589,gueltat zemmour,-33.3833,148.0167,75.92,34,0,6.53,AU,1706538726
590,zaragoza,41.6561,-0.8773,57.49,77,100,6.91,ES,1706538726
591,kasungu,-13.0333,33.4833,76.1,72,97,3.47,MW,1706538727
592,kununurra,-15.7667,128.7333,82.38,78,69,1.14,AU,1706538727
593,ketchikan,55.3422,-131.6461,52.27,76,100,28.77,US,1706538727
594,portland,45.5234,-122.6762,54.21,91,75,8.01,US,1706538551
595,puerto leguizamo,-0.1934,-74.7819,89.73,46,51,4.54,CO,1706538727
596,jose pedro varela,-33.45,-54.5333,80.17,50,70,8.25,UY,1706538727
597,dryden,49.7833,-92.7503,25.09,100,100,8.05,CA,1706538727
